iter	RMSE
466	0.0518936834
467	0.05187550294
468	0.05179447915
469	0.05174030912
470	0.05168393725
471	0.05163765659
472	0.05160092655
473	0.05155330384
474	0.05145346035
475	0.05137273845
476	0.05128698153
477	0.05126996654
478	0.05122028157
479	0.05115646227
480	0.05111865096
481	0.05105343872
482	0.0509823635
483	0.05093647505
484	0.05087585892
485	0.05082841196
486	0.05080523992
487	0.05075117659
488	0.05067617638
489	0.05063111715
490	0.05053788394
491	0.05047613292
492	0.0503972864
493	0.0503482236
494	0.05033137817
495	0.05028146554
496	0.05022970885
497	0.05017730806
498	0.0501350596
499	0.05012936702
500	0.05012381543
501	0.05009935278
502	0.05003791143
503	0.05003274284
504	0.04997273117
505	0.04996769185
506	0.04989970367
507	0.04987508298
508	0.04983313269
509	0.04980541557
510	0.04975359629
511	0.04970650009
512	0.04963984423
513	0.04960399771
514	0.04954261425
515	0.04948624583
516	0.04944126965
517	0.04938192687
518	0.04934438804
519	0.0492771479
520	0.04921975741
521	0.04916424843
522	0.04909338756
523	0.04904124061
524	0.04903614796
525	0.04896218512
526	0.04888054819
527	0.0488501404
528	0.04878450615
529	0.04872073184
530	0.04863480841
531	0.0485647996
532	0.0484942788
533	0.04845289127
534	0.04840117159
535	0.04831558868
536	0.048250975
537	0.04818531363
538	0.04815871549
539	0.04810460342
540	0.04805956233
541	0.04802598883
542	0.04798517123
543	0.04793297421
544	0.04786323029
545	0.04783134247
546	0.04778157016
547	0.04772779291
548	0.04767796293
549	0.04762765616
550	0.0475900701
551	0.04757435424
552	0.04752069254
553	0.04746945344
554	0.04741734058
555	0.04737853107
556	0.04731191846
557	0.04724820763
558	0.04720298126
559	0.04715052146
560	0.04707200574
561	0.04702178184
562	0.04697755833
563	0.04692163848
564	0.04684567379
565	0.04682310308
566	0.04676874171
567	0.04672755929
568	0.04665867363
569	0.04661459332
570	0.04657105868
571	0.04651950968
572	0.04648864282
573	0.04643046093
574	0.04636687586
575	0.04632487943
576	0.04624183603
577	0.04619203444
578	0.04616333753
579	0.0461346433
580	0.04607080733
581	0.04602142188
582	0.04598613406
583	0.04592010874
584	0.04591548613
585	0.04585366316
586	0.04579555859
587	0.04574943195
588	0.04570275905
589	0.04567217931
590	0.04564359443
591	0.04557380976
592	0.04553049332
593	0.0454644715
594	0.04540417901
595	0.04537094461
596	0.04532554763
597	0.04526643827
598	0.0452085709
599	0.04515942195
600	0.0451119308
601	0.04507881401
602	0.04504342173
603	0.04499460175
604	0.04493485699
605	0.04489630648
606	0.04484021628
607	0.0447699341
608	0.04472461746
609	0.04467631388
610	0.04459732813
611	0.04455365544
612	0.04451814049
613	0.04446373246
614	0.04440759927
615	0.04435313259
616	0.04430433357
617	0.04426067459
618	0.04425682249
619	0.04425272517
620	0.04421439033
621	0.04415103801
622	0.04408078772
623	0.04403084429
624	0.04399560485
625	0.04396128191
626	0.04390439729
627	0.04390019737
628	0.0438667176
629	0.04381202875
630	0.04375598142
631	0.04369874668
632	0.04365936142
633	0.04362631578
634	0.04359103278
635	0.04353687626
636	0.04347012833
637	0.04341423384
638	0.0433772077
639	0.04336196082
640	0.04332985048
641	0.04327865837
642	0.04320469985
643	0.04319008853
644	0.04315882404
645	0.04314035328
646	0.0431036116
647	0.04309199769
648	0.04302095158
649	0.04297732405
650	0.04294759628
651	0.04291225098
652	0.04286055001
653	0.0428169261
654	0.0427692968
655	0.04274096383
656	0.04270235985
657	0.04267496857
658	0.04262289995
659	0.04257353887
660	0.04254189635
661	0.04248560534
662	0.04243778652
663	0.04242043969
664	0.04238701628
665	0.04235213284
666	0.04231529768
667	0.04226727022
668	0.04220285657
669	0.04219218354
670	0.04214098921
671	0.04213000392
672	0.04210676818
673	0.0420688145
674	0.04202954358
675	0.04197621103
676	0.04190882164
677	0.04185972066
678	0.04182601135
679	0.0417859992
680	0.04175187265
681	0.04174809433
682	0.04172001927
683	0.04165503154
684	0.04161179689
685	0.04160012788
686	0.04158904401
687	0.04154164279
688	0.04149757266
689	0.04145652635
690	0.04142432141
691	0.04137965576
692	0.04131472843
693	0.04131140045
694	0.04130123713
695	0.04127357674
696	0.04123078397
697	0.0411693059
698	0.04116043549
699	0.04112260429
700	0.04108813576
701	0.04103807694
702	0.04098292602
703	0.0409630893
704	0.04090692153
705	0.04085850228
706	0.04084701033
707	0.04080316521
708	0.04074926226
709	0.04073234912
710	0.04069031636
711	0.04062957107
712	0.04057663851
713	0.04057365859
714	0.04053684436
715	0.0405150563
716	0.04049081669
717	0.04044631316
718	0.04042617331
719	0.04037784719
720	0.04033641015
721	0.04027511947
722	0.04023104573
723	0.04019414568
724	0.04015829664
725	0.04009986557
726	0.04005021735
727	0.04001864464
728	0.03999539444
729	0.03996361797
730	0.03994128752
731	0.03991147917
732	0.03984922771
733	0.03979054473
734	0.03975727043
735	0.03972062328
736	0.03967199357
737	0.03962256342
738	0.03959704306
739	0.03954125116
740	0.0394998683
741	0.03946841697
742	0.03943004149
743	0.03939526731
744	0.03939012125
745	0.03935250943
746	0.03933252263
747	0.03932935643
748	0.03927021459
749	0.03925775085
750	0.03924522989
751	0.03919930626
752	0.03917001219
753	0.03914645586
754	0.0391252124
755	0.03907940932
756	0.03901807533
757	0.03898280182
758	0.0389254492
759	0.03889290812
760	0.03883987245
761	0.03878742998
762	0.03873907976
763	0.03873117927
764	0.03868386334
765	0.03865340157
766	0.03861360893
767	0.03858629014
768	0.03853637911
769	0.038517829
770	0.03847594823
771	0.03843830349
772	0.03840709057
773	0.03840256462
774	0.03835271647
775	0.03834031081
776	0.03830039532
777	0.03829045679
778	0.03824619451
779	0.03822073429
780	0.03821482103
781	0.03819962158
782	0.03816772311
783	0.03812802343
784	0.03810954326
785	0.03806733739
786	0.0380302858
787	0.03798219523
788	0.03795837159
789	0.03791111955
790	0.03785955146
791	0.03782443473
792	0.03777594737
793	0.03774748764
794	0.03770403422
795	0.03766442414
796	0.0376206231
797	0.03758303709
798	0.03752483297
799	0.03749089506
800	0.03743560327
801	0.03740646914
802	0.03737673644
803	0.0373427305
804	0.03733980031
805	0.0373302176
806	0.03727929965
807	0.03723810601
808	0.03720128998
809	0.03715989482
810	0.03711628706
811	0.03711395758
812	0.03706695452
813	0.03703297325
814	0.036986919
815	0.03696095626
816	0.036929028
817	0.03692082374
818	0.03688682618
819	0.03688415496
820	0.03685220841
821	0.03682444289
822	0.03678916072
823	0.0367597284
824	0.03675743373
825	0.0367279048
826	0.03669503173
827	0.03665420881
828	0.03660816157
829	0.03657609149
830	0.0365381685
831	0.03648159343
832	0.03646053644
833	0.03644494878
834	0.03641016665
835	0.03638942111
836	0.03638556586
837	0.03634396035
838	0.03632166796
839	0.03629009272
840	0.03624099578
841	0.03620724269
842	0.03618341167
843	0.03615168371
844	0.03611339939
845	0.03606920342
846	0.03602200449
847	0.03598700395
848	0.03594549634
849	0.03589746562
850	0.03588494723
851	0.03584407415
852	0.03583066018
853	0.03579328541
854	0.0357504744
855	0.03570980647
856	0.0357029162
857	0.03569217637
858	0.03566428723
859	0.03564462251
860	0.03560778749
861	0.03556952816
862	0.03553209425
863	0.0355293807
864	0.03550795389
865	0.0354869474
866	0.03546147859
867	0.03541925598
868	0.03537811691
869	0.0353386862
870	0.03530384744
871	0.03529017119
872	0.03525002093
873	0.03521154751
874	0.03516382878
875	0.03513711837
876	0.03509526692
877	0.0350458604
878	0.03504357374
879	0.03500318167
880	0.03495726581
881	0.0349231164
882	0.03489537794
883	0.03487682656
884	0.03484796057
885	0.03484496545
886	0.03480704919
887	0.03475335421
888	0.03471691693
889	0.03469255123
890	0.0346580977
891	0.03461709374
892	0.03461436737
893	0.0345855113
894	0.03454929914
895	0.0345367905
896	0.03450731543
897	0.03450486731
898	0.03447853293
899	0.03443553606
900	0.03442394135
901	0.03439119012
902	0.03434981438
903	0.03431736724
904	0.03429311363
905	0.0342542318
906	0.03422091366
907	0.03418687638
908	0.03416399661
909	0.0341370712
910	0.03411185963
911	0.03408966176
912	0.03405819858
913	0.03403943889
914	0.03399527763
915	0.03399266681
916	0.03396471879
917	0.03391769109
918	0.0339052204
919	0.03386527514
920	0.03386318621
921	0.03382144633
922	0.03379381749
923	0.03375998041
924	0.0337223731
925	0.03372055072
926	0.03371826723
927	0.03368638403
928	0.03366266689
929	0.03362484751
930	0.03359265063
931	0.03356161481
932	0.03349852445
933	0.03349671169
934	0.03346574801
935	0.03341863675
936	0.03338044973
937	0.0333404221
938	0.03329433149
939	0.03328171932
940	0.03326237439
941	0.03322445144
942	0.03319056203
943	0.03315237538
944	0.03311534702
945	0.03308507584
946	0.03305927383
947	0.0330409338
948	0.032997274
949	0.03299259321
950	0.03294473102
951	0.0329106559
952	0.03288183699
953	0.03283680284
954	0.0327857981
955	0.0327676853
956	0.03274843073
957	0.03271958898
958	0.03266890208
959	0.03264032665
960	0.03258191043
961	0.03253302209
962	0.03250237597
963	0.03247326257
964	0.03245361286
965	0.03241273149
966	0.03238022827
967	0.03236928388
968	0.03234024554
969	0.03229363831
970	0.03226836975
971	0.0322540097
972	0.03223370742
973	0.03221258364
974	0.03218675964
975	0.03216829615
976	0.03216621987
977	0.03213222384
978	0.03208891805
979	0.03206385491
980	0.03203388557
981	0.03202018534
982	0.03200342856
983	0.03195714853
984	0.03190975726
985	0.0318854098
986	0.03186348244
987	0.03181895758
988	0.03179290289
989	0.03174432091
990	0.03171109115
991	0.03168549866
992	0.03166942357
993	0.031634484
994	0.03160487639
995	0.03156536158
996	0.03154224782
997	0.03151972082
998	0.03148991381
999	0.03145464677
